origin,cutoff,target,profile,horizon,method,observed_households,cohort_households,observed_sum_kwh,prediction_observed_support_kwh,prediction_full_cohort_kwh,household_mae,household_mse,regional_absolute_error,regional_squared_error
0,2013-01-07 12:00:00,2013-01-07 13:00:00,2,2,exact_twin,4165,4194,996.0520006736042,995.9085230840283,1000.5356717572465,0.1395298205007083,0.06496381427819548,0.14347758957602608,0.020585818710546586
0,2013-01-07 12:00:00,2013-01-07 13:00:00,2,2,seasonal,4165,4194,996.0520006736042,840.5319038284013,844.8475243500395,0.13688559972005446,0.07023219089952111,155.52009684520291,24186.500522741295
0,2013-01-07 12:00:00,2013-01-07 13:00:00,2,2,no_new_observation,4165,4194,996.0520006736042,840.5319038284013,844.8475243500395,0.13688559972005446,0.07023219089952111,155.52009684520291,24186.500522741295
0,2013-01-07 12:00:00,2013-01-07 18:00:00,2,12,exact_twin,4166,4194,1462.7009991238592,1461.8156294718403,1468.7242275139486,0.16715128636118823,0.07820240932223535,0.8853696520189214,0.783879420716106
0,2013-01-07 12:00:00,2013-01-07 18:00:00,2,12,seasonal,4166,4194,1462.7009991238592,1235.8681654179786,1242.1016164606444,0.1693779067732569,0.08702845800134641,226.8328337058805,51453.13444703963
0,2013-01-07 12:00:00,2013-01-07 18:00:00,2,12,no_new_observation,4166,4194,1462.7009991238592,1235.8681654179786,1242.1016164606444,0.1693779067732569,0.08702845800134641,226.8328337058805,51453.13444703963
0,2013-01-07 12:00:00,2013-01-07 13:00:00,3,2,exact_twin,4165,4194,996.0520006736042,988.501883135378,992.9750300917307,0.1386850556485837,0.06431503431730579,7.550117538226216,57.00427484103109
0,2013-01-07 12:00:00,2013-01-07 13:00:00,3,2,seasonal,4165,4194,996.0520006736042,840.5319038284013,844.8475243500395,0.13688559972005446,0.07023219089952111,155.52009684520291,24186.500522741295
0,2013-01-07 12:00:00,2013-01-07 13:00:00,3,2,no_new_observation,4165,4194,996.0520006736042,840.5319038284013,844.8475243500395,0.13688559972005446,0.07023219089952111,155.52009684520291,24186.500522741295
0,2013-01-07 12:00:00,2013-01-07 18:00:00,3,12,exact_twin,4166,4194,1462.7009991238592,1451.0789747827616,1457.8223441860705,0.16659542109149097,0.07799616674685883,11.622024341097621,135.0714497850656
0,2013-01-07 12:00:00,2013-01-07 18:00:00,3,12,seasonal,4166,4194,1462.7009991238592,1235.8681654179786,1242.1016164606444,0.1693779067732569,0.08702845800134641,226.8328337058805,51453.13444703963
0,2013-01-07 12:00:00,2013-01-07 18:00:00,3,12,no_new_observation,4166,4194,1462.7009991238592,1235.8681654179786,1242.1016164606444,0.1693779067732569,0.08702845800134641,226.8328337058805,51453.13444703963
0,2013-01-07 12:00:00,2013-01-07 13:00:00,4,2,exact_twin,4165,4194,996.0520006736042,984.2561803816399,988.6535124437052,0.13845710499074237,0.0644862312695804,11.795820291964253,139.14137636031563
0,2013-01-07 12:00:00,2013-01-07 13:00:00,4,2,seasonal,4165,4194,996.0520006736042,840.5319038284013,844.8475243500395,0.13688559972005446,0.07023219089952111,155.52009684520291,24186.500522741295
0,2013-01-07 12:00:00,2013-01-07 13:00:00,4,2,no_new_observation,4165,4194,996.0520006736042,840.5319038284013,844.8475243500395,0.13688559972005446,0.07023219089952111,155.52009684520291,24186.500522741295
0,2013-01-07 12:00:00,2013-01-07 18:00:00,4,12,exact_twin,4166,4194,1462.7009991238592,1450.4560638128778,1457.1337880952922,0.16632201669882932,0.07799661603077189,12.244935310981319,149.93844077011715
0,2013-01-07 12:00:00,2013-01-07 18:00:00,4,12,seasonal,4166,4194,1462.7009991238592,1235.8681654179786,1242.1016164606444,0.1693779067732569,0.08702845800134641,226.8328337058805,51453.13444703963
0,2013-01-07 12:00:00,2013-01-07 18:00:00,4,12,no_new_observation,4166,4194,1462.7009991238592,1235.8681654179786,1242.1016164606444,0.1693779067732569,0.08702845800134641,226.8328337058805,51453.13444703963
0,2013-01-07 12:00:00,2013-01-07 13:00:00,5,2,exact_twin,4165,4194,996.0520006736042,975.3872673779061,979.9423151385226,0.13826325002329243,0.0645575926405439,20.66473329569804,427.0312021823311
0,2013-01-07 12:00:00,2013-01-07 13:00:00,5,2,seasonal,4165,4194,996.0520006736042,840.5319038284013,844.8475243500395,0.13688559972005446,0.07023219089952111,155.52009684520291,24186.500522741295
0,2013-01-07 12:00:00,2013-01-07 13:00:00,5,2,no_new_observation,4165,4194,996.0520006736042,840.5319038284013,844.8475243500395,0.13688559972005446,0.07023219089952111,155.52009684520291,24186.500522741295
0,2013-01-07 12:00:00,2013-01-07 18:00:00,5,12,exact_twin,4166,4194,1462.7009991238592,1427.135936837496,1433.8813264538662,0.1661801980869068,0.07820574098508565,35.56506228636323,1264.8736554328962
0,2013-01-07 12:00:00,2013-01-07 18:00:00,5,12,seasonal,4166,4194,1462.7009991238592,1235.8681654179786,1242.1016164606444,0.1693779067732569,0.08702845800134641,226.8328337058805,51453.13444703963
0,2013-01-07 12:00:00,2013-01-07 18:00:00,5,12,no_new_observation,4166,4194,1462.7009991238592,1235.8681654179786,1242.1016164606444,0.1693779067732569,0.08702845800134641,226.8328337058805,51453.13444703963
0,2013-01-07 12:00:00,2013-01-07 13:00:00,6,2,exact_twin,4165,4194,996.0520006736042,989.7998109286236,994.2498079582974,0.13864627112310082,0.06498286998745817,6.252189744980588,39.08987660724043
0,2013-01-07 12:00:00,2013-01-07 13:00:00,6,2,seasonal,4165,4194,996.0520006736042,840.5319038284013,844.8475243500395,0.13688559972005446,0.07023219089952111,155.52009684520291,24186.500522741295
0,2013-01-07 12:00:00,2013-01-07 13:00:00,6,2,no_new_observation,4165,4194,996.0520006736042,840.5319038284013,844.8475243500395,0.13688559972005446,0.07023219089952111,155.52009684520291,24186.500522741295
0,2013-01-07 12:00:00,2013-01-07 18:00:00,6,12,exact_twin,4166,4194,1462.7009991238592,1465.0688014832137,1471.83443073552,0.16670716471130936,0.07803051199723969,2.3678023593545667,5.606488012965053
0,2013-01-07 12:00:00,2013-01-07 18:00:00,6,12,seasonal,4166,4194,1462.7009991238592,1235.8681654179786,1242.1016164606444,0.1693779067732569,0.08702845800134641,226.8328337058805,51453.13444703963
0,2013-01-07 12:00:00,2013-01-07 18:00:00,6,12,no_new_observation,4166,4194,1462.7009991238592,1235.8681654179786,1242.1016164606444,0.1693779067732569,0.08702845800134641,226.8328337058805,51453.13444703963
0,2013-01-07 12:00:00,2013-01-07 13:00:00,7,2,exact_twin,4165,4194,996.0520006736042,988.1796545724953,992.6033103750733,0.1387445271546714,0.06428945779002715,7.872346101108972,61.973833135645634
0,2013-01-07 12:00:00,2013-01-07 13:00:00,7,2,seasonal,4165,4194,996.0520006736042,840.5319038284013,844.8475243500395,0.13688559972005446,0.07023219089952111,155.52009684520291,24186.500522741295
0,2013-01-07 12:00:00,2013-01-07 13:00:00,7,2,no_new_observation,4165,4194,996.0520006736042,840.5319038284013,844.8475243500395,0.13688559972005446,0.07023219089952111,155.52009684520291,24186.500522741295
0,2013-01-07 12:00:00,2013-01-07 18:00:00,7,12,exact_twin,4166,4194,1462.7009991238592,1449.7314978221648,1456.4316343214277,0.1664510378861871,0.0778237910296949,12.96950130169445,168.20796401465404
0,2013-01-07 12:00:00,2013-01-07 18:00:00,7,12,seasonal,4166,4194,1462.7009991238592,1235.8681654179786,1242.1016164606444,0.1693779067732569,0.08702845800134641,226.8328337058805,51453.13444703963
0,2013-01-07 12:00:00,2013-01-07 18:00:00,7,12,no_new_observation,4166,4194,1462.7009991238592,1235.8681654179786,1242.1016164606444,0.1693779067732569,0.08702845800134641,226.8328337058805,51453.13444703963
0,2013-01-07 12:00:00,2013-01-07 13:00:00,8,2,exact_twin,4165,4194,996.0520006736042,986.22358932676,990.8082833328649,0.13892042660557025,0.064390358779973,9.828411346844169,96.5976696027752
0,2013-01-07 12:00:00,2013-01-07 13:00:00,8,2,seasonal,4165,4194,996.0520006736042,840.5319038284013,844.8475243500395,0.13688559972005446,0.07023219089952111,155.52009684520291,24186.500522741295
0,2013-01-07 12:00:00,2013-01-07 13:00:00,8,2,no_new_observation,4165,4194,996.0520006736042,840.5319038284013,844.8475243500395,0.13688559972005446,0.07023219089952111,155.52009684520291,24186.500522741295
0,2013-01-07 12:00:00,2013-01-07 18:00:00,8,12,exact_twin,4166,4194,1462.7009991238592,1429.1621019867353,1435.9236566388763,0.16639413152602148,0.07824316965187378,33.5388971371239,1124.8576211745776
0,2013-01-07 12:00:00,2013-01-07 18:00:00,8,12,seasonal,4166,4194,1462.7009991238592,1235.8681654179786,1242.1016164606444,0.1693779067732569,0.08702845800134641,226.8328337058805,51453.13444703963
0,2013-01-07 12:00:00,2013-01-07 18:00:00,8,12,no_new_observation,4166,4194,1462.7009991238592,1235.8681654179786,1242.1016164606444,0.1693779067732569,0.08702845800134641,226.8328337058805,51453.13444703963
0,2013-01-07 12:00:00,2013-01-07 13:00:00,9,2,exact_twin,4165,4194,996.0520006736042,1007.5212632073221,1011.8315316751607,0.1404458320542745,0.06510956572310579,11.46926253371795,131.5439830673463
0,2013-01-07 12:00:00,2013-01-07 13:00:00,9,2,seasonal,4165,4194,996.0520006736042,840.5319038284013,844.8475243500395,0.13688559972005446,0.07023219089952111,155.52009684520291,24186.500522741295
0,2013-01-07 12:00:00,2013-01-07 13:00:00,9,2,no_new_observation,4165,4194,996.0520006736042,840.5319038284013,844.8475243500395,0.13688559972005446,0.07023219089952111,155.52009684520291,24186.500522741295
0,2013-01-07 12:00:00,2013-01-07 18:00:00,9,12,exact_twin,4166,4194,1462.7009991238592,1490.7122008531915,1497.4167249704196,0.16783733998714934,0.07854292219457348,28.011201729332072,784.6274223213361
0,2013-01-07 12:00:00,2013-01-07 18:00:00,9,12,seasonal,4166,4194,1462.7009991238592,1235.8681654179786,1242.1016164606444,0.1693779067732569,0.08702845800134641,226.8328337058805,51453.13444703963
0,2013-01-07 12:00:00,2013-01-07 18:00:00,9,12,no_new_observation,4166,4194,1462.7009991238592,1235.8681654179786,1242.1016164606444,0.1693779067732569,0.08702845800134641,226.8328337058805,51453.13444703963
0,2013-01-07 12:00:00,2013-01-07 13:00:00,10,2,exact_twin,4165,4194,996.0520006736042,1001.6234796699505,1005.9275560722808,0.1396492172634312,0.06431548894038787,5.57147899634634,31.041378206728414
0,2013-01-07 12:00:00,2013-01-07 13:00:00,10,2,seasonal,4165,4194,996.0520006736042,840.5319038284013,844.8475243500395,0.13688559972005446,0.07023219089952111,155.52009684520291,24186.500522741295
0,2013-01-07 12:00:00,2013-01-07 13:00:00,10,2,no_new_observation,4165,4194,996.0520006736042,840.5319038284013,844.8475243500395,0.13688559972005446,0.07023219089952111,155.52009684520291,24186.500522741295
0,2013-01-07 12:00:00,2013-01-07 18:00:00,10,12,exact_twin,4166,4194,1462.7009991238592,1479.3071124522003,1486.0162731194062,0.1674371737526694,0.07814625192951899,16.60611332834111,275.7629998737082
0,2013-01-07 12:00:00,2013-01-07 18:00:00,10,12,seasonal,4166,4194,1462.7009991238592,1235.8681654179786,1242.1016164606444,0.1693779067732569,0.08702845800134641,226.8328337058805,51453.13444703963
0,2013-01-07 12:00:00,2013-01-07 18:00:00,10,12,no_new_observation,4166,4194,1462.7009991238592,1235.8681654179786,1242.1016164606444,0.1693779067732569,0.08702845800134641,226.8328337058805,51453.13444703963
0,2013-01-07 12:00:00,2013-01-07 13:00:00,11,2,exact_twin,4165,4194,996.0520006736042,999.4279901822906,1003.7604971991306,0.1394709158973725,0.06470195741249102,3.375989508686482,11.397305162761194
0,2013-01-07 12:00:00,2013-01-07 13:00:00,11,2,seasonal,4165,4194,996.0520006736042,840.5319038284013,844.8475243500395,0.13688559972005446,0.07023219089952111,155.52009684520291,24186.500522741295
0,2013-01-07 12:00:00,2013-01-07 13:00:00,11,2,no_new_observation,4165,4194,996.0520006736042,840.5319038284013,844.8475243500395,0.13688559972005446,0.07023219089952111,155.52009684520291,24186.500522741295
0,2013-01-07 12:00:00,2013-01-07 18:00:00,11,12,exact_twin,4166,4194,1462.7009991238592,1478.1548278674436,1484.8937372604496,0.16742212889743383,0.07833048656020784,15.453828743584552,238.8208228360401
0,2013-01-07 12:00:00,2013-01-07 18:00:00,11,12,seasonal,4166,4194,1462.7009991238592,1235.8681654179786,1242.1016164606444,0.1693779067732569,0.08702845800134641,226.8328337058805,51453.13444703963
0,2013-01-07 12:00:00,2013-01-07 18:00:00,11,12,no_new_observation,4166,4194,1462.7009991238592,1235.8681654179786,1242.1016164606444,0.1693779067732569,0.08702845800134641,226.8328337058805,51453.13444703963
0,2013-01-07 12:00:00,2013-01-07 13:00:00,12,2,exact_twin,4165,4194,996.0520006736042,980.027894908929,984.3943649576613,0.13821532461805391,0.06506139912127036,16.024105764675227,256.7719655574978
0,2013-01-07 12:00:00,2013-01-07 13:00:00,12,2,seasonal,4165,4194,996.0520006736042,840.5319038284013,844.8475243500395,0.13688559972005446,0.07023219089952111,155.52009684520291,24186.500522741295
0,2013-01-07 12:00:00,2013-01-07 13:00:00,12,2,no_new_observation,4165,4194,996.0520006736042,840.5319038284013,844.8475243500395,0.13688559972005446,0.07023219089952111,155.52009684520291,24186.500522741295
0,2013-01-07 12:00:00,2013-01-07 18:00:00,12,12,exact_twin,4166,4194,1462.7009991238592,1481.352181257495,1488.1362885693816,0.1676695575149968,0.07829007745625877,18.651182133635793,347.866594982055
0,2013-01-07 12:00:00,2013-01-07 18:00:00,12,12,seasonal,4166,4194,1462.7009991238592,1235.8681654179786,1242.1016164606444,0.1693779067732569,0.08702845800134641,226.8328337058805,51453.13444703963
0,2013-01-07 12:00:00,2013-01-07 18:00:00,12,12,no_new_observation,4166,4194,1462.7009991238592,1235.8681654179786,1242.1016164606444,0.1693779067732569,0.08702845800134641,226.8328337058805,51453.13444703963
0,2013-01-07 12:00:00,2013-01-07 13:00:00,13,2,exact_twin,4165,4194,996.0520006736042,1002.391857125562,1006.8771736775551,0.1393314268703572,0.06467307661557928,6.339856451957637,40.19377983142888
0,2013-01-07 12:00:00,2013-01-07 13:00:00,13,2,seasonal,4165,4194,996.0520006736042,840.5319038284013,844.8475243500395,0.13688559972005446,0.07023219089952111,155.52009684520291,24186.500522741295
0,2013-01-07 12:00:00,2013-01-07 13:00:00,13,2,no_new_observation,4165,4194,996.0520006736042,840.5319038284013,844.8475243500395,0.13688559972005446,0.07023219089952111,155.52009684520291,24186.500522741295
0,2013-01-07 12:00:00,2013-01-07 18:00:00,13,12,exact_twin,4166,4194,1462.7009991238592,1474.9171450648307,1481.7207438784649,0.1672279158485017,0.07814478382698904,12.21614594097151,149.2342216511147
0,2013-01-07 12:00:00,2013-01-07 18:00:00,13,12,seasonal,4166,4194,1462.7009991238592,1235.8681654179786,1242.1016164606444,0.1693779067732569,0.08702845800134641,226.8328337058805,51453.13444703963
0,2013-01-07 12:00:00,2013-01-07 18:00:00,13,12,no_new_observation,4166,4194,1462.7009991238592,1235.8681654179786,1242.1016164606444,0.1693779067732569,0.08702845800134641,226.8328337058805,51453.13444703963
0,2013-01-07 12:00:00,2013-01-07 13:00:00,14,2,exact_twin,4165,4194,996.0520006736042,996.150154764726,1000.6680544265591,0.13935934613894346,0.06415197530210502,0.09815409112182838,0.009634225603952188
0,2013-01-07 12:00:00,2013-01-07 13:00:00,14,2,seasonal,4165,4194,996.0520006736042,840.5319038284013,844.8475243500395,0.13688559972005446,0.07023219089952111,155.52009684520291,24186.500522741295
0,2013-01-07 12:00:00,2013-01-07 13:00:00,14,2,no_new_observation,4165,4194,996.0520006736042,840.5319038284013,844.8475243500395,0.13688559972005446,0.07023219089952111,155.52009684520291,24186.500522741295
0,2013-01-07 12:00:00,2013-01-07 18:00:00,14,12,exact_twin,4166,4194,1462.7009991238592,1449.244206365584,1455.993824488799,0.1667567277229596,0.07802090670570187,13.456792758275139,181.0852713391662
0,2013-01-07 12:00:00,2013-01-07 18:00:00,14,12,seasonal,4166,4194,1462.7009991238592,1235.8681654179786,1242.1016164606444,0.1693779067732569,0.08702845800134641,226.8328337058805,51453.13444703963
0,2013-01-07 12:00:00,2013-01-07 18:00:00,14,12,no_new_observation,4166,4194,1462.7009991238592,1235.8681654179786,1242.1016164606444,0.1693779067732569,0.08702845800134641,226.8328337058805,51453.13444703963
0,2013-01-07 12:00:00,2013-01-07 13:00:00,15,2,exact_twin,4165,4194,996.0520006736042,994.8316059257897,999.1293550203424,0.1392724904602594,0.06456063120921407,1.2203947478143649,1.4893633404928872
0,2013-01-07 12:00:00,2013-01-07 13:00:00,15,2,seasonal,4165,4194,996.0520006736042,840.5319038284013,844.8475243500395,0.13688559972005446,0.07023219089952111,155.52009684520291,24186.500522741295
0,2013-01-07 12:00:00,2013-01-07 13:00:00,15,2,no_new_observation,4165,4194,996.0520006736042,840.5319038284013,844.8475243500395,0.13688559972005446,0.07023219089952111,155.52009684520291,24186.500522741295
0,2013-01-07 12:00:00,2013-01-07 18:00:00,15,12,exact_twin,4166,4194,1462.7009991238592,1485.0931536733233,1491.7945441299605,0.16745732393833576,0.07809715356435772,22.392154549464163,501.4085853670886
0,2013-01-07 12:00:00,2013-01-07 18:00:00,15,12,seasonal,4166,4194,1462.7009991238592,1235.8681654179786,1242.1016164606444,0.1693779067732569,0.08702845800134641,226.8328337058805,51453.13444703963
0,2013-01-07 12:00:00,2013-01-07 18:00:00,15,12,no_new_observation,4166,4194,1462.7009991238592,1235.8681654179786,1242.1016164606444,0.1693779067732569,0.08702845800134641,226.8328337058805,51453.13444703963
1,2013-01-08 08:30:00,2013-01-08 09:30:00,0,2,exact_twin,4168,4194,934.9980007075937,974.0119704563413,978.0230351863664,0.12825318772160588,0.049565382053008734,39.01396974874749,1522.0898355561844
1,2013-01-08 08:30:00,2013-01-08 09:30:00,0,2,seasonal,4168,4194,934.9980007075937,819.1724321625059,823.6624603763828,0.1259630871158218,0.05378149125255629,115.82556854508783,13415.56232879284
1,2013-01-08 08:30:00,2013-01-08 09:30:00,0,2,no_new_observation,4168,4194,934.9980007075937,923.3499111707663,928.0093562607005,0.12779887888850416,0.050508117611843505,11.648089536827479,135.6779898579498
1,2013-01-08 08:30:00,2013-01-08 14:30:00,0,12,exact_twin,4167,4194,870.829001230537,961.0605962067389,965.626651347009,0.124700869096128,0.04845285501095373,90.23159497620193,8141.7407319493495
1,2013-01-08 08:30:00,2013-01-08 14:30:00,0,12,seasonal,4167,4194,870.829001230537,784.7163389104879,789.0687081699737,0.11564774568899312,0.05038926467977617,86.11266232004897,7415.390611846781
1,2013-01-08 08:30:00,2013-01-08 14:30:00,0,12,no_new_observation,4167,4194,870.829001230537,903.9811600064379,908.5988217746396,0.12064817114985248,0.04822686814551183,33.15215877590103,1099.0656315025517
1,2013-01-08 08:30:00,2013-01-08 09:30:00,1,2,exact_twin,4168,4194,934.9980007075937,923.3499111707312,928.0093562606654,0.1277988788885022,0.050508117611843435,11.648089536862587,135.6779898587677
1,2013-01-08 08:30:00,2013-01-08 09:30:00,1,2,seasonal,4168,4194,934.9980007075937,819.1724321625059,823.6624603763828,0.1259630871158218,0.05378149125255629,115.82556854508783,13415.56232879284
1,2013-01-08 08:30:00,2013-01-08 09:30:00,1,2,no_new_observation,4168,4194,934.9980007075937,923.3499111707663,928.0093562607005,0.12779887888850416,0.050508117611843505,11.648089536827479,135.6779898579498
1,2013-01-08 08:30:00,2013-01-08 14:30:00,1,12,exact_twin,4167,4194,870.829001230537,903.9811600064065,908.5988217746082,0.12064817114985008,0.04822686814551145,33.15215877586956,1099.065631500465
1,2013-01-08 08:30:00,2013-01-08 14:30:00,1,12,seasonal,4167,4194,870.829001230537,784.7163389104879,789.0687081699737,0.11564774568899312,0.05038926467977617,86.11266232004897,7415.390611846781
1,2013-01-08 08:30:00,2013-01-08 14:30:00,1,12,no_new_observation,4167,4194,870.829001230537,903.9811600064379,908.5988217746396,0.12064817114985248,0.04822686814551183,33.15215877590103,1099.0656315025517
1,2013-01-08 08:30:00,2013-01-08 09:30:00,2,2,exact_twin,4168,4194,934.9980007075937,977.997395014955,982.1483522103929,0.12930078790639726,0.05008846954439251,42.999394307361285,1848.947910799934
1,2013-01-08 08:30:00,2013-01-08 09:30:00,2,2,seasonal,4168,4194,934.9980007075937,819.1724321625059,823.6624603763828,0.1259630871158218,0.05378149125255629,115.82556854508783,13415.56232879284
1,2013-01-08 08:30:00,2013-01-08 09:30:00,2,2,no_new_observation,4168,4194,934.9980007075937,923.3499111707663,928.0093562607005,0.12779887888850416,0.050508117611843505,11.648089536827479,135.6779898579498
1,2013-01-08 08:30:00,2013-01-08 14:30:00,2,12,exact_twin,4167,4194,870.829001230537,958.2715841002155,962.9662462370192,0.1243869152408715,0.04844745602109655,87.44258286967855,7646.2052989205995
1,2013-01-08 08:30:00,2013-01-08 14:30:00,2,12,seasonal,4167,4194,870.829001230537,784.7163389104879,789.0687081699737,0.11564774568899312,0.05038926467977617,86.11266232004897,7415.390611846781
1,2013-01-08 08:30:00,2013-01-08 14:30:00,2,12,no_new_observation,4167,4194,870.829001230537,903.9811600064379,908.5988217746396,0.12064817114985248,0.04822686814551183,33.15215877590103,1099.0656315025517
1,2013-01-08 08:30:00,2013-01-08 09:30:00,3,2,exact_twin,4168,4194,934.9980007075937,981.0653919400568,985.0990495457926,0.12873271724326305,0.04958319181507735,46.06739123246301,2122.2045349648097
1,2013-01-08 08:30:00,2013-01-08 09:30:00,3,2,seasonal,4168,4194,934.9980007075937,819.1724321625059,823.6624603763828,0.1259630871158218,0.05378149125255629,115.82556854508783,13415.56232879284
1,2013-01-08 08:30:00,2013-01-08 09:30:00,3,2,no_new_observation,4168,4194,934.9980007075937,923.3499111707663,928.0093562607005,0.12779887888850416,0.050508117611843505,11.648089536827479,135.6779898579498
1,2013-01-08 08:30:00,2013-01-08 14:30:00,3,12,exact_twin,4167,4194,870.829001230537,960.9239844752225,965.5037935037133,0.12474000761196664,0.04845356901640475,90.09498324468548,8117.106005860157
1,2013-01-08 08:30:00,2013-01-08 14:30:00,3,12,seasonal,4167,4194,870.829001230537,784.7163389104879,789.0687081699737,0.11564774568899312,0.05038926467977617,86.11266232004897,7415.390611846781
1,2013-01-08 08:30:00,2013-01-08 14:30:00,3,12,no_new_observation,4167,4194,870.829001230537,903.9811600064379,908.5988217746396,0.12064817114985248,0.04822686814551183,33.15215877590103,1099.0656315025517
1,2013-01-08 08:30:00,2013-01-08 09:30:00,4,2,exact_twin,4168,4194,934.9980007075937,967.7583411151916,971.7329202146395,0.12772026895642302,0.04950345723870603,32.760340407597766,1073.239903621683
1,2013-01-08 08:30:00,2013-01-08 09:30:00,4,2,seasonal,4168,4194,934.9980007075937,819.1724321625059,823.6624603763828,0.1259630871158218,0.05378149125255629,115.82556854508783,13415.56232879284
1,2013-01-08 08:30:00,2013-01-08 09:30:00,4,2,no_new_observation,4168,4194,934.9980007075937,923.3499111707663,928.0093562607005,0.12779887888850416,0.050508117611843505,11.648089536827479,135.6779898579498
1,2013-01-08 08:30:00,2013-01-08 14:30:00,4,12,exact_twin,4167,4194,870.829001230537,949.7132539000473,954.2138359816004,0.12351977520791321,0.04832745642779136,78.88425266951037,6222.725319227155
1,2013-01-08 08:30:00,2013-01-08 14:30:00,4,12,seasonal,4167,4194,870.829001230537,784.7163389104879,789.0687081699737,0.11564774568899312,0.05038926467977617,86.11266232004897,7415.390611846781
1,2013-01-08 08:30:00,2013-01-08 14:30:00,4,12,no_new_observation,4167,4194,870.829001230537,903.9811600064379,908.5988217746396,0.12064817114985248,0.04822686814551183,33.15215877590103,1099.0656315025517
1,2013-01-08 08:30:00,2013-01-08 09:30:00,5,2,exact_twin,4168,4194,934.9980007075937,975.6115924107294,979.6323626063228,0.1285352136684817,0.04958207295755884,40.6135917031357,1649.4638310290127
1,2013-01-08 08:30:00,2013-01-08 09:30:00,5,2,seasonal,4168,4194,934.9980007075937,819.1724321625059,823.6624603763828,0.1259630871158218,0.05378149125255629,115.82556854508783,13415.56232879284
1,2013-01-08 08:30:00,2013-01-08 09:30:00,5,2,no_new_observation,4168,4194,934.9980007075937,923.3499111707663,928.0093562607005,0.12779887888850416,0.050508117611843505,11.648089536827479,135.6779898579498
1,2013-01-08 08:30:00,2013-01-08 14:30:00,5,12,exact_twin,4167,4194,870.829001230537,953.993444539283,958.5605493745118,0.12389841724511079,0.048161265255223386,83.1644433087461,6916.3246308536445
1,2013-01-08 08:30:00,2013-01-08 14:30:00,5,12,seasonal,4167,4194,870.829001230537,784.7163389104879,789.0687081699737,0.11564774568899312,0.05038926467977617,86.11266232004897,7415.390611846781
1,2013-01-08 08:30:00,2013-01-08 14:30:00,5,12,no_new_observation,4167,4194,870.829001230537,903.9811600064379,908.5988217746396,0.12064817114985248,0.04822686814551183,33.15215877590103,1099.0656315025517
1,2013-01-08 08:30:00,2013-01-08 09:30:00,6,2,exact_twin,4168,4194,934.9980007075937,987.7595357343339,991.8613578609213,0.12934286060068165,0.050194510775691724,52.76153502674022,2783.779578377935
1,2013-01-08 08:30:00,2013-01-08 09:30:00,6,2,seasonal,4168,4194,934.9980007075937,819.1724321625059,823.6624603763828,0.1259630871158218,0.05378149125255629,115.82556854508783,13415.56232879284
