origin,profile,basis,global_delta,block_delta,row_delta,delta,global_query_seconds,block_query_seconds,spectral_delta_audit,polynomial_seconds,output_bound_kwh,polynomial_output_error_kwh,degree,conclusive,fallback_count_batch,initial_relative_residual
1,5,identity,13.166868926704325,6.248751700469973,6.496217914380691,6.248751700469973,1.4528632164001465e-05,0.0006705429404973984,,1.0496005415916443e-06,inf,35.051823555341954,12,False,0,0.3931536797192596
1,6,identity,15.589336066376587,7.211723539668373,7.507955183221008,7.211723539668373,1.4450401067733765e-05,0.0006776433438062668,,1.0700896382331848e-06,inf,58.88997049616046,12,False,0,0.5031588952478199
1,7,identity,19.04025681005172,8.495634417635795,8.84596277911058,8.495634417635795,1.4369376003742218e-05,0.000676293857395649,,1.0598450899124146e-06,inf,82.85285199420696,12,False,0,0.5511139257577027
1,8,identity,19.64590676508285,8.712616874937037,9.071664977303765,8.712616874937037,1.4530494809150696e-05,0.0006699925288558006,,1.2693926692008972e-06,inf,77.98025485708631,12,False,0,0.540834989752425
1,9,identity,17.272528533668382,7.850714575208531,8.177698599992699,7.850714575208531,1.4750286936759949e-05,0.0006754528731107712,,1.0598450899124146e-06,inf,63.536041804123954,12,False,0,0.5190077833918364
1,10,identity,18.660203521933315,8.358581804752776,8.703810583645515,8.358581804752776,1.4679506421089172e-05,0.0006757639348506927,,1.019798219203949e-06,inf,67.32491389379213,12,False,0,0.4999032960248493
1,11,identity,17.297158209769055,7.858048548915012,8.183397330041146,7.858048548915012,1.3968907296657562e-05,0.000665733590722084,,1.2600794434547424e-06,inf,52.52610554646293,12,False,0,0.5157389099135397
1,12,identity,19.313194942811943,8.593539826895018,8.94900041273046,8.593539826895018,1.4379620552062988e-05,0.0006734933704137802,,1.1296942830085754e-06,inf,69.52347844599718,12,False,0,0.5604773003199134
1,13,identity,15.731971186272645,7.267947588803232,7.567774288558456,7.267947588803232,1.4290213584899902e-05,0.0007042735815048218,,1.0896474123001099e-06,inf,43.91896404063142,12,False,0,0.46439269203306727
1,14,identity,14.919921928960294,6.9512147680107885,7.234279940641683,6.9512147680107885,1.4619901776313782e-05,0.0006792629137635231,,1.1194497346878052e-06,inf,52.62574492821829,12,False,0,0.4216963327121962
1,15,identity,13.5302261601343,6.400415359984246,6.65818003427591,6.400415359984246,1.4550052583217621e-05,0.0006689233705401421,,1.150183379650116e-06,inf,40.5852982423903,12,False,0,0.40731559063256445
1,0,reference_eigen,0.215645564146178,0.1075969071417098,0.13093951575714746,0.1075969071417098,3.620889037847519e-05,0.0007621031254529953,,0.001710992306470871,4.89452279441904e-10,1.465939826053724e-13,12,True,0,0.007576642326655133
1,1,reference_eigen,818.4026815203805,41.13260968011208,56.39804457149382,41.13260968011208,1.6459263861179352e-05,0.0006719334051012993,,1.2312084436416626e-06,inf,120.3964916628296,12,False,0,0.6833788521976812
1,2,reference_eigen,6.0464446095041104,2.496539902491855,3.542078501252312,2.496539902491855,1.5399418771266937e-05,0.0006727324798703194,,1.1203810572624207e-06,inf,9.108426205263907,12,False,0,0.1841834870096164
1,3,reference_eigen,4.752767595951244,1.5707960486187922,1.851344985328369,1.5707960486187922,1.4440156519412994e-05,0.0006614942103624344,,1.0887160897254944e-06,inf,15.802751615600782,12,False,0,0.11065434072961185
1,4,reference_eigen,3.7850382717892845,1.3295578506432766,1.5418419388445566,1.3295578506432766,1.4008954167366028e-05,0.000667213462293148,,1.0300427675247192e-06,inf,14.579874622853369,12,False,0,0.07701511261956186
1,5,reference_eigen,2.4623560918567815,0.861674001364407,1.0334382364066448,0.861674001364407,1.4429911971092224e-05,0.0006685536354780197,,0.0017295535653829575,1656.7119698606716,6.283216966239527e-11,12,False,0,0.04998618498640251
1,6,reference_eigen,5.788932023312688,2.1192276014122937,2.774246304537325,2.1192276014122937,1.4079734683036804e-05,0.0006579039618372917,,1.300126314163208e-06,inf,31.986252623020228,12,False,0,0.1785244521940691
1,7,reference_eigen,8.574420081703412,2.677257348891308,3.3440866808583305,2.677257348891308,1.3899058103561401e-05,0.0006624627858400345,,1.019798219203949e-06,inf,44.73901086528713,12,False,0,0.19909546093947764
1,8,reference_eigen,9.261238860680013,2.707930242803831,3.375808155953471,2.707930242803831,1.415051519870758e-05,0.0006631826981902122,,1.1399388313293457e-06,inf,35.16714660863055,12,False,0,0.18402575442505703
1,9,reference_eigen,6.65128900480093,2.2284094979884124,2.746097229458755,2.2284094979884124,1.3988465070724487e-05,0.0006569046527147293,,1.0496005415916443e-06,inf,25.195741825010504,12,False,0,0.15972563746404422
1,10,reference_eigen,8.327453850122662,2.6637753527189036,3.211393267592034,2.6637753527189036,1.4030374586582184e-05,0.0006630131974816322,,1.039355993270874e-06,inf,21.11724732414947,12,False,0,0.14384380788455223
1,11,reference_eigen,6.8242487439946435,2.5679644164550153,3.5362087349199696,2.5679644164550153,1.3940036296844482e-05,0.0006626639515161514,,1.0700896382331848e-06,inf,9.55884367885346,12,False,0,0.17332956942728134
1,12,reference_eigen,9.127830873706776,2.9661836564899837,3.762802498377181,2.9661836564899837,1.383945345878601e-05,0.0006557544693350792,,1.0998919606208801e-06,inf,24.663576000200106,12,False,0,0.20149879534134885
1,13,reference_eigen,5.112002904706637,1.8339688121669946,2.3132470114331265,1.8339688121669946,1.4309771358966827e-05,0.0006631836295127869,,1.0998919606208801e-06,inf,7.621969824350071,12,False,0,0.11409897748166573
1,14,reference_eigen,4.0169315591437345,1.35159784122275,1.5945407792820143,1.35159784122275,1.4260411262512207e-05,0.00066356360912323,,1.2498348951339722e-06,inf,15.18306519725689,12,False,0,0.0697172099331982
1,15,reference_eigen,3.3163023676348415,1.2026740008775618,1.4174678590044711,1.2026740008775618,1.4279969036579132e-05,0.0006646830588579178,,1.2796372175216675e-06,inf,11.65126009931487,12,False,0,0.05966596826772673
1,0,rjd,5.775728955068667,3.232209330633953,3.8418133848461107,3.232209330633953,3.600027412176132e-05,0.0007547531276941299,,1.860782504081726e-06,inf,10.525430759311973,12,False,0,0.30656103179109323
1,1,rjd,239.8915091451803,40.60826944730269,49.984436074723384,40.60826944730269,1.7169862985610962e-05,0.0006812736392021179,,1.1902302503585815e-06,inf,118.61390236067945,12,False,0,0.4430477542829783
1,2,rjd,5.724439078838566,2.772245422723605,3.482645937756014,2.772245422723605,1.485925167798996e-05,0.0006761839613318443,,1.1799857020378113e-06,inf,7.402156371210779,12,False,0,0.22859624373701903
1,3,rjd,5.640971290454266,2.8458328813864284,3.4599275797200533,2.8458328813864284,1.446995884180069e-05,0.0006643133237957954,,1.3904646039009094e-06,inf,3.6583416741101775,12,False,0,0.296685511369503
1,4,rjd,5.767853072143488,3.038755441147649,3.6444964442482104,3.038755441147649,1.4330260455608368e-05,0.0006709238514304161,,1.1101365089416504e-06,inf,1.3018518301339341,12,False,0,0.30849779180583986
1,5,rjd,6.127775815389194,3.2881234090863383,3.903308467366104,3.2881234090863383,1.4238990843296051e-05,0.0006685443222522736,,1.1408701539039612e-06,inf,10.850582543259183,12,False,0,0.36570627928747107
1,6,rjd,6.421811267323284,3.01507863073755,3.717119526739835,3.01507863073755,1.411978155374527e-05,0.0006635831668972969,,1.0905787348747253e-06,inf,0.7193910470453968,12,False,0,0.2440835024041126
1,7,rjd,6.358386165110705,2.92689277277792,3.5782378250995364,2.92689277277792,2.025999128818512e-05,0.0006648236885666847,,1.4398247003555298e-06,inf,13.177945253507588,12,False,0,0.2700318667806121
1,8,rjd,6.275771690567692,2.941694332084305,3.511740203471492,2.941694332084305,1.3930723071098328e-05,0.0006741033867001534,,1.3299286365509033e-06,inf,1.9381829787804037,12,False,0,0.31611999463239615
1,9,rjd,5.4153156941097835,2.650138173961885,3.2356886807749214,2.650138173961885,1.3919547200202942e-05,0.0006721038371324539,,1.210719347000122e-06,inf,1.0328996269746806,12,False,0,0.2726780627476424
1,10,rjd,6.541777909953852,3.1763951260885386,3.813444090853845,3.1763951260885386,1.4069490134716034e-05,0.0006664237007498741,,1.3103708624839783e-06,inf,11.54320883352324,12,False,0,0.3823106207353549
1,11,rjd,5.527945041850637,2.7332588502603876,3.446157843109903,2.7332588502603876,1.4049932360649109e-05,0.0006727734580636024,,1.280568540096283e-06,inf,12.482111822562052,12,False,0,0.24969393329990303
1,12,rjd,5.7806597074305035,2.6459019677727382,3.2491386811583065,2.6459019677727382,1.3920478522777557e-05,0.0006705727428197861,,1.2498348951339722e-06,inf,9.806754767523984,12,False,0,0.2643028976779295
1,13,rjd,5.555217962903348,2.803361304781931,3.4071247649767864,2.803361304781931,1.3629905879497528e-05,0.0006620744243264198,,1.5404075384140015e-06,inf,5.275859593884759,12,False,0,0.2717452519406361
1,14,rjd,6.405896818242157,3.2543773408679986,3.8432705667302467,3.2543773408679986,1.4130957424640656e-05,0.0006728935986757278,,1.3783574104309082e-06,inf,0.3801916987699343,12,False,0,0.38712536458020413
1,15,rjd,5.547178190659571,2.950470087273986,3.527526284001856,2.950470087273986,1.3929791748523712e-05,0.0006709126755595207,,1.2200325727462769e-06,inf,0.6181670508583057,12,False,0,0.3109393120420883
2,0,identity,10.133162775463735,4.95132605334097,5.131283790225373,4.95132605334097,3.825966268777847e-05,0.0007776329293847084,,3.419816493988037e-06,inf,9.085158329049328,12,False,0,0.3464561267800755
2,1,identity,50.38398941189875,18.137201863343222,20.215996543828673,18.137201863343222,1.6820617020130157e-05,0.0006730640307068825,,1.4491379261016846e-06,inf,118.73547556992187,12,False,0,0.9296789068752923
2,2,identity,16.17394638353189,7.434945451617699,7.741068065123807,7.434945451617699,1.560896635055542e-05,0.000686943531036377,,1.1902302503585815e-06,inf,15.518253944193383,12,False,0,0.5069330712897849
2,3,identity,15.692449091322489,7.25334147967084,7.55208407865336,7.25334147967084,1.4970079064369202e-05,0.0006889430806040764,,1.2088567018508911e-06,inf,18.375388788144395,12,False,0,0.47217729948041154
2,4,identity,14.468232072742486,6.774529064230158,7.050685127523277,6.774529064230158,1.5009194612503052e-05,0.0007244432345032692,,1.1492520570755005e-06,inf,21.223615170063574,12,False,0,0.4336111287704103
2,5,identity,13.16910680756975,6.248944517628646,6.496825600732017,6.248944517628646,1.7160549759864807e-05,0.0007508331909775734,,1.1706724762916565e-06,inf,10.505816651322446,12,False,0,0.40384421578985663
2,6,identity,15.58843151718138,7.211668177630686,7.507072499904279,7.211668177630686,1.5789642930030823e-05,0.0007270732894539833,,1.2200325727462769e-06,inf,22.66349980207545,12,False,0,0.4951578533898036
2,7,identity,19.044005483397772,8.496029592368936,8.847177693269193,8.496029592368936,1.5609897673130035e-05,0.0007294332608580589,,1.130625605583191e-06,inf,27.69189189966916,12,False,0,0.5508936599719969
2,8,identity,19.64613757737659,8.712640105703422,9.0717118547862,8.712640105703422,1.4940276741981506e-05,0.0007034642621874809,,1.0598450899124146e-06,inf,28.153638962975947,12,False,0,0.5568781100610394
2,9,identity,17.26768321296835,7.850279532506073,8.175479927580065,7.850279532506073,1.4619901776313782e-05,0.000674813985824585,,1.12876296043396e-06,inf,25.529059850743955,12,False,0,0.5140983442726182
2,10,identity,18.662230492803328,8.35880124250305,8.704538998498643,8.35880124250305,1.446995884180069e-05,0.0006786929443478584,,1.039355993270874e-06,inf,23.294600416607956,12,False,0,0.5067614158848112
2,11,identity,17.29614014273528,7.857937054371541,8.182798021359886,7.857937054371541,1.4649704098701477e-05,0.0006760330870747566,,1.1101365089416504e-06,inf,24.491017797723757,12,False,0,0.5180859018643845
2,12,identity,19.30866715673632,8.59309688277001,8.947288833924901,8.59309688277001,1.4238990843296051e-05,0.0006676241755485535,,1.1101365089416504e-06,inf,19.86815142148117,12,False,0,0.5608104590927162
2,13,identity,15.73045804285379,7.267843306064526,7.567129137907441,7.267843306064526,1.3870187103748322e-05,0.0006706239655613899,,1.080334186553955e-06,inf,16.49834168849492,12,False,0,0.4725225534223376
2,14,identity,14.920295139146706,6.951294311057322,7.234357403371126,6.951294311057322,1.3859942555427551e-05,0.000673193484544754,,1.0896474123001099e-06,inf,17.678373099454276,12,False,0,0.434207156830947
2,15,identity,13.525539718269577,6.400034262835192,6.656141886259593,6.400034262835192,1.4270655810832977e-05,0.0006678737699985504,,1.0598450899124146e-06,inf,16.371329798170628,12,False,0,0.41128565586365384
2,0,reference_eigen,0.21214120677227846,0.10679121331273758,0.1297017057207317,0.10679121331273758,3.543868660926819e-05,0.0007612630724906921,,0.001875641755759716,4.835220861671766e-10,2.2994906747101933e-14,12,True,0,0.007287791180538113
2,1,reference_eigen,818.4026815203805,41.13260968011208,56.39804457149382,41.13260968011208,1.729000359773636e-05,0.0007018828764557838,,1.2004747986793518e-06,inf,120.40756375803916,12,False,0,0.49652526971221195
2,2,reference_eigen,6.044931324717883,2.4951980284687987,3.541092558645273,2.4951980284687987,1.5490688383579254e-05,0.0006902832537889481,,1.0998919606208801e-06,inf,4.584979927096546,12,False,0,0.15352652077138154
2,3,reference_eigen,4.750850771944663,1.569934786993759,1.8509373850267021,1.569934786993759,1.4989636838436127e-05,0.000674862414598465,,1.2004747986793518e-06,inf,6.208993542378684,12,False,0,0.09584637630966883
2,4,reference_eigen,3.7782003974479297,1.3268907751298509,1.540181468163945,1.3268907751298509,1.5029683709144592e-05,0.0006599836051464081,,1.1399388313293457e-06,inf,5.1469402923197975,12,False,0,0.07157844173957052
2,5,reference_eigen,2.462334533629868,0.861703196400736,1.0335426977406272,0.861703196400736,1.4699995517730713e-05,0.0006705140694975853,,0.0018204525113105774,1774.588633858826,4.9927655552598356e-11,12,False,0,0.0500296085332501
2,6,reference_eigen,5.791397982317882,2.1199921020698453,2.775094630179865,2.1199921020698453,1.4659948647022247e-05,0.0006675133481621742,,1.300126314163208e-06,inf,8.444320770459637,12,False,0,0.1640126286762518
2,7,reference_eigen,8.573222627143998,2.6766521750256116,3.3434394684960003,2.6766521750256116,1.4410354197025299e-05,0.0006593530997633934,,1.1194497346878052e-06,inf,13.252955505769986,12,False,0,0.18191481973955648
2,8,reference_eigen,9.259528200134513,2.707158815411655,3.375269832177179,2.707158815411655,1.4688819646835327e-05,0.0006774934008717537,,1.1799857020378113e-06,inf,12.680929227907008,12,False,0,0.1565738749463545
2,9,reference_eigen,6.648097828026813,2.226313074278341,2.743457485634057,2.226313074278341,1.4400109648704529e-05,0.0006764726713299751,,1.0402873158454895e-06,inf,11.193158742843998,12,False,0,0.1452680041373738
2,10,reference_eigen,8.323234944698973,2.662120934121812,3.210531020919311,2.662120934121812,1.4300458133220673e-05,0.0006661433726549149,,1.0710209608078003e-06,inf,11.064567542629282,12,False,0,0.1398479749701168
2,11,reference_eigen,6.822011231808679,2.566612709913976,3.5344369237631597,2.566612709913976,1.4579854905605316e-05,0.0006659841164946556,,1.0598450899124146e-06,inf,8.88712986372002,12,False,0,0.13984965781089082
2,12,reference_eigen,9.129436898911088,2.9658974186866986,3.7628196676370025,2.9658974186866986,1.4410354197025299e-05,0.0006665922701358795,,1.0700896382331848e-06,inf,11.273382348694838,12,False,0,0.1728345985677004
2,13,reference_eigen,5.109945666545991,1.8329644421454003,2.3117651283480036,1.8329644421454003,1.452956348657608e-05,0.0006612036377191544,,1.0300427675247192e-06,inf,1.1098275747871602,12,False,0,0.09492454769449452
2,14,reference_eigen,4.011235287245619,1.3495144494109315,1.593333709126345,1.3495144494109315,1.4699995517730713e-05,0.0006643543019890785,,1.1902302503585815e-06,inf,4.939903536044872,12,False,0,0.07160886979586312
2,15,reference_eigen,3.3096702118489776,1.1996046578917072,1.4131448989859554,1.1996046578917072,1.4500692486763e-05,0.0006649531424045563,,1.0496005415916443e-06,inf,3.5134843785763348,12,False,0,0.05670517975911646
2,0,rjd,5.776477290017775,3.2331356019746558,3.8431522423002287,3.2331356019746558,3.5860575735569e-05,0.0007658731192350388,,2.3301690816879272e-06,inf,9.969004667509322,12,False,0,0.3551434352381375
2,1,rjd,239.8915091451803,40.60826944730269,49.984436074723384,40.60826944730269,1.7669983208179474e-05,0.0006855437532067299,,1.4603137969970703e-06,inf,115.91072219356035,12,False,0,0.36295431582810933
2,2,rjd,5.72926847920683,2.7741358788883277,3.4849133331377797,2.7741358788883277,1.56499445438385e-05,0.0006755534559488297,,1.3103708624839783e-06,inf,8.919785720967196,12,False,0,0.29681266080681085
2,3,rjd,5.642674233925376,2.846683534890838,3.4610027011802695,2.846683534890838,1.5330500900745392e-05,0.0006644325330853462,,1.2889504432678223e-06,inf,11.268295121771843,12,False,0,0.34570805489651746
2,4,rjd,5.767314493698124,3.0380277084485723,3.643689907127328,3.0380277084485723,1.4759600162506104e-05,0.0006729643791913986,,1.2703239917755127e-06,inf,9.312039057275463,12,False,0,0.3342702867806221
